Company;Site Name;Site Alias;Description;Region;Site Group;Street;Country*+;City*+;Latitude;Longitude;Maintenance Circle Name; Site Type;Location ID;PrimAlias;Additional Site Details;Status
Dummy Company;ABBR-TONDIGAMEYE;TONDIGAMEYE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-TONDIKIWINDI;TONDIKIWINDI;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-TONDIKIWINDI_18;TONDIKIWINDI_18;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-WODO;WODO;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;Yes;;
Dummy Company;ABBR-ZINDRELF;ZINDRELF;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;Yes;;
Dummy Company;ABBR-ZELENG;ZELENG;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-ZINDR42RELF;ZINDR42RELF;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;Yes;;
Dummy Company;ABBR-ZINDR42RELF1800;ZINDR42RELF1800;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;Yes;;
Dummy Company;ABBR-AERO_IND;AERO_IND;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-AERO_MICRO;AERO_MICRO;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-AFALA;AFALA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-AYARG2;AYARG2;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-BALAFON;BALAFON;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-BAMBEY;BAMBEY;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-CADRE;CADRE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-CADRE1_RELIEF;CADRE1_RELIEF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-CADRLF;CADRLF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-CHAGNA;CHAGNA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-GARHAN;GARHAN;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-CLCTVT;CLCTVT;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-DJABOY;DJABOY;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-EDAGUE;EDAGUE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-GAWADO;GAWADO;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-GUILEY1800_1;GUILEY1800_1;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-HAMDALLAYE;HAMDALLAYE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-IKZMNE;IKZMNE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-ILIGHA;ILIGHA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-INDUSTRIE;INDUSTRIE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-INKARKADA;INKARKADA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-JIBALE;JIBALE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KAOU;KAOU;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KEITA;KEITA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KOMBY;KOMBY;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-KOWEIT;KOWEIT;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-LABA;LABA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-LIBERTE2;LIBERTE2;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-MARCHE;MARCHE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-MAULELA;MAULELA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-MAYATA;MAYATA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-MOSQUEE;MOSQUEE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-NDOUNGA;NDOUNGA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-NEWHQ;NEWHQ;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-POUDRIERE;POUDRIERE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-RWAFI1800;RWAFI1800;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-SAGUIA;SAGUIA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-SHNWGR;SHNWGR;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-SLUDJB;SLUDJB;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-TAHOUA2;TAHOUA2;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-TAKANA;TAKANA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-TAMASK;TAMASK;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-TAMAYA;TAMAYA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-TCHINT;TCHINT;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-BOKI;BOKI;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-ADOUA;ADOUA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-ALARENI;ALARENI;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-BAZAGA;BAZAGA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-BOUGOU;BOUGOU;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-DAFAOA;DAFAOA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-DANGON;DANGON;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-DANKASSARI;DANKASSARI;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-DJINGINIS;DJINGINIS;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-DOLE;DOLE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-GOURUBANDA;GOURUBANDA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-FAMEYE;FAMEYE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-FRONTIERE;FRONTIERE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-GAWADO1RELF;GAWADO1RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-GAWEYE2;GAWEYE2;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-GNALGA;GNALGA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-GUESTH;GUESTH;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-GUIDER;GUIDER;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KABOBI;KABOBI;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KAOURA;KAOURA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KARAJE;KARAJE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-KAROFANE;KAROFANE;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KOKWAREY;KOKWAREY;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-KOLLO;KOLLO;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-KONNI;KONNI;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KONNI2;KONNI2;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-LEIBI;LEIBI;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-MADADT;MADADT;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-MADAOU;MADAOU;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-MADATA;MADATA;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-MALBAZ;MALBAZ;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-NEWHQ1RELF;NEWHQ1RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-NWHQ1R1800_1;NWHQ1R1800_1;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-NY2RLF1800_1;NY2RLF1800_1;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-RAJSE3_1284_MBC;RAJSE3_1284_MBC;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-RTE_CHANGA;RTE_CHANGA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-RUTDOS1800_2;RUTDOS1800_2;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-SABONGUIDA;SABONGUIDA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-SAGA;SAGA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-SAGA3R1800;SAGA3R1800;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-SAGA3RELF;SAGA3RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-TAFOUKA;TAFOUKA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-TAMA;TAMA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-TANGOUNGA;TANGOUNGA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-TANREP;TANREP;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-TAPOA;TAPOA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-TAPOAREP;TAPOAREP;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-TORODI;TORODI;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-TSERNAOUA;TSERNAOUA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-UGAN;UGAN;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-UNICAMPUS;UNICAMPUS;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-ZAMERCY;ZAMERCY;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-ALLELA;ALLELA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-ANAB_MOD;ANAB_MOD;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-BBANGU;BBANGU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-BOBIEL;BOBIEL;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-BOBIEL2;BOBIEL2;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-BOUKOK;BOUKOK;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-CEG25;CEG25;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-CELECM;CELECM;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-CHIKAL;CHIKAL;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-CITERENAISSANCE;CITERENAISSANCE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-DABAGA;DABAGA;;Agadez;Agadez;;Country Name;Agadez;;;;;;Yes;;
Dummy Company;ABBR-DIRKOU;DIRKOU;;Agadez;Agadez;;Country Name;Agadez;;;;;;Yes;;
Dummy Company;ABBR-DOGUERAOUA;DOGUERAOUA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-FAISSO;FAISSO;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-FILING;FILING;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-FILING1;FILING1;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-FNIS;FNIS;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-FRANCO;FRANCO;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-GABAGOURA;GABAGOURA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-GOUMERI;GOUMERI;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;Yes;;
Dummy Company;ABBR-GUIDANDAMBAKI2;GUIDANDAMBAKI2;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-GUMBIKANO;GUMBIKANO;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-IFRUNE;IFRUNE;;Agadez;Agadez;;Country Name;Agadez;;;;;;Yes;;
Dummy Company;ABBR-KOIRATEGUI;KOIRATEGUI;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-KONNI3_RELF;KONNI3_RELF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-KWARAKANO;KWARAKANO;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-LAZARE1RELF;LAZARE1RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-LAZARET;LAZARET;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-LOSSA;LOSSA;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-LZRLF3_325;LZRLF3_325;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-MADAMA;MADAMA;;Agadez;Agadez;;Country Name;Agadez;;;;;;Yes;;
Dummy Company;ABBR-MADU1R;MADU1R;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-OLYMPIC;OLYMPIC;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-ORTN;ORTN;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-RONPOINT_BARRE;RONPOINT_BARRE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-RTA;RTA;;Agadez;Agadez;;Country Name;Agadez;;;;;;Yes;;
Dummy Company;ABBR-STABOB;STABOB;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-STADE;STADE;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-SANAM;SANAM;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-SIORTN;SIORTN;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-SOCKOR;SOCKOR;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;Yes;;
Dummy Company;ABBR-TANCHI;TANCHI;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-TONDIB;TONDIB;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-TRBUN3;TRBUN3;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-TRBUN312;TRBUN312;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-YANTAL;YANTAL;;Niamey;Niamey;;Country Name;Niamey;;;;;;Yes;;
Dummy Company;ABBR-YAYA;YAYA;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;Yes;;
Dummy Company;ABBR-AGALI;AGALI;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-BANA;BANA;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-BANGARE;BANGARE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-BANIBANGOU;BANIBANGOU;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-BANIKOSSEYE;BANIKOSSEYE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-BELAND;BELAND;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-BOLBOL;BOLBOL;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-BOUKOU_HIMA;BOUKOU_HIMA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;Yes;;
Dummy Company;ABBR-BOUMBA;BOUMBA;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-BOUREI;BOUREI;;Dosso;Dosso;;Country Name;Dosso;;;;;;Yes;;
Dummy Company;ABBR-BSTS2R_1;BSTS2R_1;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-DAGAMANET;DAGAMANET;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-DAMANA;DAMANA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DANTIA;DANTIA;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-DINKIL;DINKIL;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-DJOUNDJOU;DJOUNDJOU;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-DOSSO;DOSSO;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-DOSSO_REP;DOSSO_REP;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-DOUANE_1;DOUANE_1;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-DUTCH2;DUTCH2;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-EZA;EZA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-FABIJI;FABIJI;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-FALMEY;FALMEY;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-FANDUB;FANDUB;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-FANDUM;FANDUM;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-FARRI;FARRI;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-FEGNAKABE;FEGNAKABE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-GARANT;GARANT;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-GAYA;GAYA;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-GAYA1R1RELF;GAYA1R1RELF;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-GAYA1RELF;GAYA1RELF;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-GONGABERI;GONGABERI;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-GUILEKOWARA;GUILEKOWARA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-HRKNSU;HRKNSU;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-ITCHIGUINE;ITCHIGUINE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-KANARE;KANARE;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-KAWARANDEBE;KAWARANDEBE;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-KIECHE;KIECHE;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-KIGUDUKWARA;KIGUDUKWARA;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-KIOTA;KIOTA;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-KOURE;KOURE;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-KOUTOU;KOUTOU;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-KOYGOL;KOYGOL;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-LOMA;LOMA;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-LOUMA;LOUMA;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-MALGOR;MALGOR;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-MARGOUNA;MARGOUNA;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-MOKO;MOKO;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-SAKADAMA;SAKADAMA;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-SAKADA_1;SAKADA_1;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-SAMBER;SAMBER;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-SANDHIRE;SANDHIRE;;Tillabery;Tillabery;;Country Name;Tillabery;;;;;;;;
Dummy Company;ABBR-SBIRNI;SBIRNI;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-SOLUX;SOLUX;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-TENDA;TENDA;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-TOMBO;TOMBO;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-TOURBOUNANI3RELF;TOURBOUNANI3RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-YAMBAR;YAMBAR;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-YELOU;YELOU;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-ABALAK1RELF;ABALAK1RELF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-ADOUAKIHI;ADOUAKIHI;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-ADOUHA KIHI1-2RELF(;ADOUHA KIHI1-2RELF(;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-ANAB;ANAB;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-Agadez21relf;Agadez21relf;;Agadez;Agadez;;Country Name;Agadez;;;;;;;;
Dummy Company;ABBR-BANIFANDOU;BANIFANDOU;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-BANIZOUMBOU;BANIZOUMBOU;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-BASSARAOUA;BASSARAOUA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-BELANDE;BELANDE;;Grand Est;Grand Est;;Country Name;Grand Est;;;;;;;;
Dummy Company;ABBR-BIRNI GAOURE;BIRNI GAOURE;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-BOUKOKI;BOUKOKI;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-BZUMBU2RELF;BZUMBU2RELF;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-Bastos 2relf;Bastos 2relf;;Dosso;Dosso;;Country Name;Dosso;;;;;;;;
Dummy Company;ABBR-CADRE1RELF;CADRE1RELF;;Tahoua;Tahoua;;Country Name;Tahoua;;;;;;;;
Dummy Company;ABBR-MRSW01;MRSW01;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-MRSW02;MRSW02;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-NGCRS01;NGCRS01;;Niamey;Niamey;;Country Name;Niamey;;;;;;;;
Dummy Company;ABBR-ATCHILAFIA;ATCHILAFIA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-ATTANT;ATTANT;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-A_KOFOTO;A_KOFOTO;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
Dummy Company;ABBR-BASSARAWA;BASSARAWA;;Maradi;Maradi;;Country Name;Maradi;;;;;;;;
